Make,Model,Year,HP,Cylinders,Transmission,Drive Mode,Vehicle Style,MPG-H,MPG-C,Popularity,Price,HP_Type,Price_class
Oldsmobile,Custom Cruiser,1990,140.0,8.0,AUTOMATIC,rear wheel drive,Wagon,22,15,26,2000,low,low
Oldsmobile,Custom Cruiser,1991,170.0,8.0,AUTOMATIC,rear wheel drive,Wagon,23,15,26,2000,low,low
Oldsmobile,Custom Cruiser,1992,170.0,8.0,AUTOMATIC,rear wheel drive,Wagon,23,15,26,2000,low,low
Oldsmobile,Cutlass Calais,1990,110.0,4.0,MANUAL,front wheel drive,Sedan,30,19,26,2000,low,low
Oldsmobile,Cutlass Calais,1990,160.0,4.0,AUTOMATIC,front wheel drive,Sedan,28,20,26,2000,low,low
Oldsmobile,Cutlass Calais,1990,180.0,4.0,MANUAL,front wheel drive,Sedan,29,19,26,2000,low,low
Oldsmobile,Cutlass Calais,1990,110.0,4.0,MANUAL,front wheel drive,Coupe,30,19,26,2000,low,low
Oldsmobile,Cutlass Calais,1990,180.0,4.0,MANUAL,front wheel drive,Coupe,29,19,26,2000,low,low
Oldsmobile,Cutlass Calais,1990,160.0,4.0,AUTOMATIC,front wheel drive,Coupe,28,20,26,2000,low,low
Oldsmobile,Cutlass Calais,1991,110.0,4.0,MANUAL,front wheel drive,Sedan,31,19,26,2000,low,low
Oldsmobile,Cutlass Calais,1991,110.0,4.0,MANUAL,front wheel drive,Coupe,31,19,26,2000,low,low
Oldsmobile,Cutlass Calais,1991,160.0,4.0,AUTOMATIC,front wheel drive,Sedan,30,21,26,2000,low,low
Oldsmobile,Cutlass Calais,1991,160.0,4.0,AUTOMATIC,front wheel drive,Coupe,30,21,26,2000,low,low
Oldsmobile,Cutlass Calais,1991,180.0,4.0,MANUAL,front wheel drive,Coupe,30,21,26,2000,low,low
Oldsmobile,Cutlass Calais,1991,180.0,4.0,MANUAL,front wheel drive,Sedan,30,21,26,2000,low,low
Oldsmobile,Cutlass Ciera,1992,160.0,6.0,AUTOMATIC,front wheel drive,Sedan,24,17,26,2000,low,low
Oldsmobile,Cutlass Ciera,1992,160.0,6.0,AUTOMATIC,front wheel drive,Wagon,27,17,26,2000,low,low
Oldsmobile,Cutlass Ciera,1992,110.0,4.0,AUTOMATIC,front wheel drive,Wagon,28,19,26,2000,low,low
Oldsmobile,Cutlass Ciera,1992,110.0,4.0,AUTOMATIC,front wheel drive,Sedan,28,19,26,2000,low,low
Oldsmobile,Cutlass Ciera,1993,160.0,4.0,AUTOMATIC,front wheel drive,Sedan,28,21,26,2000,low,low
Oldsmobile,Cutlass Ciera,1993,160.0,6.0,AUTOMATIC,front wheel drive,Wagon,26,18,26,2000,low,low
Oldsmobile,Cutlass Ciera,1993,160.0,4.0,AUTOMATIC,front wheel drive,Wagon,26,18,26,2000,low,low
Oldsmobile,Cutlass Ciera,1993,160.0,6.0,AUTOMATIC,front wheel drive,Sedan,24,17,26,2000,low,low
Oldsmobile,Cutlass Ciera,1994,120.0,4.0,AUTOMATIC,front wheel drive,Sedan,28,22,26,2000,low,low
Oldsmobile,Cutlass Ciera,1994,120.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,17,26,2000,low,low
Oldsmobile,Cutlass Ciera,1994,160.0,6.0,AUTOMATIC,front wheel drive,Wagon,26,17,26,2000,low,low
Oldsmobile,Cutlass Supreme,1995,160.0,6.0,AUTOMATIC,front wheel drive,Coupe,26,17,26,2000,low,low
Oldsmobile,Cutlass Supreme,1995,160.0,6.0,AUTOMATIC,front wheel drive,Convertible,26,17,26,2000,low,low
Oldsmobile,Cutlass Supreme,1995,160.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,17,26,2000,low,low
Oldsmobile,Cutlass Supreme,1996,160.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,18,26,2000,low,low
Oldsmobile,Cutlass Supreme,1996,160.0,6.0,AUTOMATIC,front wheel drive,Coupe,26,18,26,2000,low,low
Oldsmobile,Cutlass Supreme,1997,160.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,18,26,2000,low,low
Oldsmobile,Cutlass Supreme,1997,160.0,6.0,AUTOMATIC,front wheel drive,Coupe,26,18,26,2000,low,low
Oldsmobile,Cutlass,1997,155.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,18,26,2000,low,low
Oldsmobile,Cutlass,1998,155.0,6.0,AUTOMATIC,front wheel drive,Sedan,27,17,26,2000,low,low
Oldsmobile,Cutlass,1998,155.0,6.0,AUTOMATIC,front wheel drive,Sedan,27,17,26,2079,low,low
Oldsmobile,Cutlass,1999,150.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,17,26,2045,low,low
Oldsmobile,Cutlass,1999,150.0,6.0,AUTOMATIC,front wheel drive,Sedan,26,17,26,2148,low,low
Mazda,CX-3,2016,146.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,35,29,586,19960,low,low
Mazda,CX-3,2016,146.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,35,29,586,21960,low,low
Mazda,CX-3,2016,146.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,27,586,26240,low,low
Mazda,CX-3,2016,146.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,27,586,23210,low,low
Mazda,CX-3,2016,146.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,27,586,21210,low,low
Mazda,CX-3,2016,146.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,35,29,586,24990,low,low
Mazda,CX-3,2017,146.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,34,29,586,24990,low,low
Mazda,CX-3,2017,146.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,34,29,586,19960,low,low
Mazda,CX-3,2017,146.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,34,29,586,21960,low,low
Mazda,CX-3,2017,146.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,27,586,23210,low,low
Mazda,CX-3,2017,146.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,27,586,26240,low,low
Mazda,CX-3,2017,146.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,32,27,586,21210,low,low
Mazda,CX-5,2014,155.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,32,26,586,22795,low,low
Mazda,CX-5,2014,155.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,31,25,586,24045,low,low
Mazda,CX-5,2014,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,32,25,586,24815,low,low
Mazda,CX-5,2014,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,26065,low,low
Mazda,CX-5,2014,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,29070,low,low
Mazda,CX-5,2014,155.0,4.0,MANUAL,front wheel drive,4dr SUV,35,26,586,21395,low,low
Mazda,CX-5,2014,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,32,25,586,27820,low,low
Mazda,CX-5,2015,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,32,25,586,27970,low,low
Mazda,CX-5,2015,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,29220,low,low
Mazda,CX-5,2015,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,26215,low,low
Mazda,CX-5,2015,155.0,4.0,MANUAL,front wheel drive,4dr SUV,35,26,586,21545,low,low
Mazda,CX-5,2015,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,32,25,586,24965,low,low
Mazda,CX-5,2015,155.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,32,26,586,22945,low,low
Mazda,CX-5,2015,155.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,31,25,586,24195,low,low
Mazda,CX-5,2015,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,24395,low,low
Mazda,CX-5,2016,155.0,4.0,MANUAL,front wheel drive,4dr SUV,35,26,586,21795,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,26465,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,24445,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,33,26,586,23195,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,24895,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,29870,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,33,26,586,28570,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,29470,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,33,26,586,25215,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,33,26,586,23595,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,33,26,586,28220,low,low
Mazda,CX-5,2016,184.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,30,24,586,26515,low,low
Mazda,CX-7,2010,244.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,25,18,586,25950,low,low
Mazda,CX-7,2010,244.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,23,17,586,27650,low,low
Mazda,CX-7,2010,244.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,25,18,586,31335,low,mid
Mazda,CX-7,2010,244.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,23,17,586,33035,low,mid
Mazda,CX-7,2010,161.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,20,586,21700,low,low
Mazda,CX-7,2010,161.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,20,586,22490,low,low
Mazda,CX-7,2011,244.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,21,17,586,33340,low,mid
Mazda,CX-7,2011,244.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,24,18,586,31640,low,mid
Mazda,CX-7,2011,161.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,20,586,21990,low,low
Mazda,CX-7,2011,244.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,21,17,586,27955,low,low
Mazda,CX-7,2011,161.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,20,586,22795,low,low
Mazda,CX-7,2011,161.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,20,586,26390,low,low
Mazda,CX-7,2011,244.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,24,18,586,26255,low,low
Mazda,CX-7,2012,244.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,24,18,586,26455,low,low
Mazda,CX-7,2012,244.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,24,18,586,31840,low,mid
Mazda,CX-7,2012,161.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,27,20,586,26590,low,low
Mazda,CX-7,2012,161.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,27,20,586,22995,low,low
Mazda,CX-7,2012,244.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,21,17,586,28155,low,low
Mazda,CX-7,2012,244.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,21,17,586,33540,low,mid
Mazda,CX-7,2012,161.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,27,20,586,22190,low,low
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,22,16,586,31575,low,mid
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,586,29985,low,low
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,586,32480,low,mid
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,22,16,586,36625,low,mid
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,586,35035,low,mid
Mazda,CX-9,2014,273.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,22,16,586,34070,low,mid
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,586,35035,low,mid
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,22,16,586,36625,low,mid
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,22,16,586,31575,low,mid
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,all wheel drive,4dr SUV,22,16,586,34070,low,mid
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,586,32480,low,mid
Mazda,CX-9,2015,273.0,6.0,AUTOMATIC,front wheel drive,4dr SUV,24,17,586,29985,low,low
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,586,35970,low,mid
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,27,21,586,33320,low,mid
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,27,21,586,41970,low,mid
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,586,40170,low,mid
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,front wheel drive,4dr SUV,28,22,586,31520,low,mid
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,27,21,586,44015,low,mid
Mazda,CX-9,2016,227.0,4.0,AUTOMATIC,all wheel drive,4dr SUV,27,21,586,37770,low,mid
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,rear wheel drive,Extended Cab Pickup,20,15,1851,26170,low,low
Dodge,Dakota,2008,302.0,8.0,AUTOMATIC,rear wheel drive,Extended Cab Pickup,19,14,1851,27780,high,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,rear wheel drive,Extended Cab Pickup,20,15,1851,22030,low,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,27625,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,four wheel drive,Extended Cab Pickup,19,15,1851,25245,low,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,18,14,1851,26280,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,four wheel drive,Extended Cab Pickup,19,15,1851,24720,low,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,30155,low,mid
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,30780,low,mid
Dodge,Dakota,2008,210.0,6.0,MANUAL,rear wheel drive,Crew Cab Pickup,20,16,1851,23640,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,rear wheel drive,Extended Cab Pickup,20,16,1851,25395,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,four wheel drive,Extended Cab Pickup,19,15,1851,28580,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,four wheel drive,Crew Cab Pickup,19,15,1851,26590,low,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,24010,low,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,30510,low,mid
Dodge,Dakota,2008,210.0,6.0,MANUAL,four wheel drive,Crew Cab Pickup,19,15,1851,26120,low,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,26920,low,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,26540,low,low
Dodge,Dakota,2008,302.0,8.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,32135,high,mid
Dodge,Dakota,2008,210.0,6.0,MANUAL,four wheel drive,Extended Cab Pickup,19,15,1851,27935,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,rear wheel drive,Crew Cab Pickup,20,16,1851,22505,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,rear wheel drive,Extended Cab Pickup,20,16,1851,24985,low,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,26935,low,low
Dodge,Dakota,2008,302.0,8.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,19,14,1851,30760,high,mid
Dodge,Dakota,2008,302.0,8.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,19,14,1851,28520,high,low
Dodge,Dakota,2008,210.0,6.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,18,14,1851,29095,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,rear wheel drive,Extended Cab Pickup,20,16,1851,20470,low,low
Dodge,Dakota,2008,210.0,6.0,MANUAL,rear wheel drive,Extended Cab Pickup,20,16,1851,20995,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,28630,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,31630,low,mid
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,rear wheel drive,Extended Cab Pickup,20,15,1851,23710,low,low
Dodge,Dakota,2009,210.0,6.0,MANUAL,rear wheel drive,Crew Cab Pickup,20,16,1851,25260,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,29355,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,31045,low,mid
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,18,14,1851,27960,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,18,14,1851,30155,low,mid
Dodge,Dakota,2009,210.0,6.0,MANUAL,four wheel drive,Crew Cab Pickup,19,15,1851,28210,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,26405,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,18,14,1851,29985,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,18,14,1851,26810,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,rear wheel drive,Extended Cab Pickup,20,15,1851,27315,low,low
Dodge,Dakota,2009,210.0,6.0,AUTOMATIC,rear wheel drive,Extended Cab Pickup,20,15,1851,22560,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,26325,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,18,14,1851,27880,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,25305,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,28255,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,rear wheel drive,Extended Cab Pickup,20,15,1851,23630,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,four wheel drive,Extended Cab Pickup,18,14,1851,27005,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,29275,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,rear wheel drive,Extended Cab Pickup,20,15,1851,22755,low,low
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,18,14,1851,33180,low,mid
Dodge,Dakota,2010,302.0,8.0,AUTOMATIC,four wheel drive,Crew Cab Pickup,19,14,1851,31365,high,mid
Dodge,Dakota,2010,210.0,6.0,AUTOMATIC,rear wheel drive,Crew Cab Pickup,20,15,1851,30180,low,mid
Dodge,Dart,2014,160.0,4.0,MANUAL,front wheel drive,Sedan,36,25,1851,16495,low,low
Dodge,Dart,2014,184.0,4.0,MANUAL,front wheel drive,Sedan,35,22,1851,18595,low,low
Dodge,Dart,2014,184.0,4.0,AUTOMATIC,front wheel drive,Sedan,35,23,1851,22995,low,low
Dodge,Dart,2014,160.0,4.0,MANUAL,front wheel drive,Sedan,41,28,1851,19995,low,low
Dodge,Dart,2014,184.0,4.0,MANUAL,front wheel drive,Sedan,33,23,1851,20995,low,low
Dodge,Dart,2015,184.0,4.0,MANUAL,front wheel drive,Sedan,33,23,1851,21645,low,low
Dodge,Dart,2015,184.0,4.0,MANUAL,front wheel drive,Sedan,35,22,1851,19000,low,low
Dodge,Dart,2015,160.0,4.0,MANUAL,front wheel drive,Sedan,41,28,1851,20495,low,low
Dodge,Dart,2015,184.0,4.0,AUTOMATIC,front wheel drive,Sedan,35,23,1851,23795,low,low
Dodge,Dart,2015,160.0,4.0,MANUAL,front wheel drive,Sedan,36,25,1851,16495,low,low
Dodge,Dart,2016,160.0,4.0,MANUAL,front wheel drive,Sedan,39,27,1851,19495,low,low
Dodge,Dart,2016,160.0,4.0,MANUAL,front wheel drive,Sedan,36,25,1851,18995,low,low
Dodge,Dart,2016,184.0,4.0,MANUAL,front wheel drive,Sedan,35,22,1851,19395,low,low
Dodge,Dart,2016,160.0,4.0,MANUAL,front wheel drive,Sedan,36,25,1851,17995,low,low
Dodge,Dart,2016,184.0,4.0,AUTOMATIC,front wheel drive,Sedan,35,23,1851,24395,low,low
Dodge,Dart,2016,160.0,4.0,MANUAL,front wheel drive,Sedan,36,25,1851,19595,low,low
Dodge,Dart,2016,160.0,4.0,MANUAL,front wheel drive,Sedan,36,25,1851,16995,low,low
Dodge,Dart,2016,160.0,4.0,MANUAL,front wheel drive,Sedan,39,27,1851,21095,low,low
Dodge,Dart,2016,184.0,4.0,MANUAL,front wheel drive,Sedan,35,22,1851,22095,low,low
Dodge,Dart,2016,184.0,4.0,MANUAL,front wheel drive,Sedan,35,22,1851,20995,low,low
Dodge,Dart,2016,184.0,4.0,MANUAL,front wheel drive,Sedan,35,22,1851,21595,low,low
Rolls-Royce,Dawn,2016,563.0,12.0,AUTOMATIC,rear wheel drive,Convertible,19,12,86,335000,high,high
Dodge,Daytona,1991,152.0,4.0,MANUAL,front wheel drive,2dr Hatchback,24,18,1851,2000,low,low
Dodge,Daytona,1991,100.0,4.0,MANUAL,front wheel drive,2dr Hatchback,31,21,1851,2000,low,low
Dodge,Daytona,1991,141.0,6.0,MANUAL,front wheel drive,2dr Hatchback,25,17,1851,2000,low,low
Dodge,Daytona,1992,224.0,4.0,MANUAL,front wheel drive,2dr Hatchback,24,17,1851,2000,low,low
Dodge,Daytona,1992,141.0,6.0,MANUAL,front wheel drive,2dr Hatchback,26,17,1851,2000,low,low
Dodge,Daytona,1992,100.0,4.0,MANUAL,front wheel drive,2dr Hatchback,29,20,1851,2000,low,low
Dodge,Daytona,1993,100.0,4.0,MANUAL,front wheel drive,2dr Hatchback,29,22,1851,2000,low,low
Dodge,Daytona,1993,141.0,6.0,MANUAL,front wheel drive,2dr Hatchback,25,17,1851,2000,low,low
Dodge,Daytona,1993,224.0,4.0,MANUAL,front wheel drive,2dr Hatchback,24,17,1851,2000,low,low
Aston Martin,DB7,2003,420.0,12.0,AUTOMATIC,rear wheel drive,Coupe,18,11,259,156300,high,high
Aston Martin,DB7,2003,420.0,12.0,MANUAL,rear wheel drive,Convertible,17,10,259,151800,high,high
Aston Martin,DB7,2003,435.0,12.0,MANUAL,rear wheel drive,Coupe,15,9,259,156300,high,high
Aston Martin,DB7,2003,420.0,12.0,MANUAL,rear wheel drive,Coupe,17,10,259,141800,high,high
Aston Martin,DB9 GT,2016,540.0,12.0,AUTOMATIC,rear wheel drive,Coupe,19,13,259,235307,high,high
Aston Martin,DB9 GT,2016,540.0,12.0,AUTOMATIC,rear wheel drive,Convertible,19,13,259,213250,high,high
Aston Martin,DB9 GT,2016,540.0,12.0,AUTOMATIC,rear wheel drive,Coupe,19,13,259,198250,high,high
Aston Martin,DB9,2013,510.0,12.0,AUTOMATIC,rear wheel drive,Convertible,19,13,259,198700,high,high
Aston Martin,DB9,2013,510.0,12.0,AUTOMATIC,rear wheel drive,Coupe,19,13,259,183700,high,high
Aston Martin,DB9,2014,510.0,12.0,AUTOMATIC,rear wheel drive,Convertible,19,13,259,200800,high,high
Aston Martin,DB9,2014,510.0,12.0,AUTOMATIC,rear wheel drive,Coupe,19,13,259,185800,high,high
Aston Martin,DB9,2015,510.0,12.0,AUTOMATIC,rear wheel drive,Coupe,19,13,259,198295,high,high
Aston Martin,DB9,2015,510.0,12.0,AUTOMATIC,rear wheel drive,Coupe,19,13,259,188295,high,high
Aston Martin,DB9,2015,510.0,12.0,AUTOMATIC,rear wheel drive,Convertible,19,13,259,203295,high,high
Aston Martin,DB9,2015,510.0,12.0,AUTOMATIC,rear wheel drive,Convertible,19,13,259,213295,high,high
Aston Martin,DBS,2010,510.0,12.0,AUTOMATIC,rear wheel drive,Convertible,18,12,259,283900,high,high
Aston Martin,DBS,2010,510.0,12.0,MANUAL,rear wheel drive,Convertible,17,11,259,279500,high,high
Aston Martin,DBS,2010,510.0,12.0,AUTOMATIC,rear wheel drive,Coupe,18,12,259,270400,high,high
Aston Martin,DBS,2010,510.0,12.0,MANUAL,rear wheel drive,Coupe,17,11,259,266000,high,high
Aston Martin,DBS,2011,510.0,12.0,MANUAL,rear wheel drive,Convertible,17,11,259,282295,high,high
Aston Martin,DBS,2011,510.0,12.0,MANUAL,rear wheel drive,Coupe,17,11,259,268660,high,high
Aston Martin,DBS,2011,510.0,12.0,AUTOMATIC,rear wheel drive,Coupe,18,12,259,273104,high,high
Aston Martin,DBS,2011,510.0,12.0,AUTOMATIC,rear wheel drive,Convertible,18,12,259,286739,high,high
Aston Martin,DBS,2012,510.0,12.0,MANUAL,rear wheel drive,Convertible,17,11,259,295987,high,high
Aston Martin,DBS,2012,510.0,12.0,AUTOMATIC,rear wheel drive,Coupe,18,12,259,275861,high,high
Aston Martin,DBS,2012,510.0,12.0,MANUAL,rear wheel drive,Coupe,17,11,259,284576,high,high
Aston Martin,DBS,2012,510.0,12.0,AUTOMATIC,rear wheel drive,Convertible,18,12,259,296387,high,high
Aston Martin,DBS,2012,510.0,12.0,MANUAL,rear wheel drive,Convertible,17,11,259,290461,high,high
Aston Martin,DBS,2012,510.0,12.0,AUTOMATIC,rear wheel drive,Coupe,18,12,259,284976,high,high
Aston Martin,DBS,2012,510.0,12.0,AUTOMATIC,rear wheel drive,Convertible,18,12,259,290861,high,high
Aston Martin,DBS,2012,510.0,12.0,MANUAL,rear wheel drive,Coupe,17,11,259,275461,high,high
Land Rover,Defender,1994,182.0,8.0,MANUAL,four wheel drive,2dr SUV,15,12,258,27736,low,low
Land Rover,Defender,1995,182.0,8.0,MANUAL,four wheel drive,2dr SUV,15,12,258,30709,low,mid
Land Rover,Defender,1997,182.0,8.0,AUTOMATIC,four wheel drive,Convertible SUV,14,12,258,36931,low,mid
Land Rover,Defender,1997,182.0,8.0,AUTOMATIC,four wheel drive,2dr SUV,14,12,258,39669,low,mid
Cadillac,DeVille,2003,275.0,8.0,AUTOMATIC,front wheel drive,Sedan,25,16,1624,49150,low,mid
Cadillac,DeVille,2003,300.0,8.0,AUTOMATIC,front wheel drive,Sedan,25,16,1624,49150,high,mid
Cadillac,DeVille,2003,275.0,8.0,AUTOMATIC,front wheel drive,Sedan,25,16,1624,44400,low,mid
